key_0,inv_uva,inv_innov,gender,birth,race,venture_nums,entrepreneur,first_venture_age,instate,family_ent,small_bus_exp,last_deg,last_field,founder,investor,board_member,early_emp
6374,Not involved at all,Not involved at all,Female,1984.0,Black or African American,0,0,,1.0,1.0,1.0,Bachelor's,Business,0,0,0,0
6375,Somewhat involved,Not very involved,Male,1981.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Engineering,0,0,0,0
6378,Not involved at all,Not involved at all,Female,1975.0,White,0,0,,1.0,0.0,1.0,Master's,Other,0,0,0,0
6380,Not very involved,Not involved at all,Female,1988.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Social Sciences,0,0,0,0
6381,Not involved at all,Not involved at all,Female,1956.0,White,0,0,,1.0,0.0,1.0,J.D.,Law,0,0,0,0
6383,Not involved at all,Not involved at all,Female,1957.0,White,0,0,,1.0,0.0,0.0,Master's,Education,0,0,0,0
6384,Not involved at all,Very involved,Female,1954.0,White,1,1,57.0,0.0,1.0,0.0,Ph.D.,Social Sciences,0,0,1,0
6385,Not very involved,Not involved at all,Male,1986.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Business,0,0,0,0
6386,Not very involved,Not involved at all,Female,1979.0,Black or African American,0,0,,0.0,0.0,0.0,Master's,Architecture,0,0,0,0
6387,Not involved at all,Not involved at all,Female,1952.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Education,0,0,0,0
6388,Not involved at all,Very involved,Male,1962.0,Two or more races,1,1,48.0,1.0,1.0,1.0,Bachelor's,Sciences,1,1,1,1
6389,Not involved at all,Somewhat involved,Female,1947.0,White,0,0,,1.0,0.0,1.0,Master's,Education,0,0,0,0
6390,Not involved at all,Not involved at all,Female,1979.0,White,0,0,,0.0,1.0,0.0,Master's,Social Sciences,0,0,0,0
6391,Not involved at all,Not involved at all,Male,1955.0,White,0,0,,1.0,0.0,1.0,M.D.,Medicine/Healthcare,0,0,0,0
6392,Not involved at all,Not involved at all,Female,1965.0,White,0,0,,1.0,0.0,1.0,M.D.,Medicine/Healthcare,0,0,0,0
6394,Not involved at all,Very involved,Male,1961.0,White,2,1,46.0,0.0,1.0,1.0,J.D.,Law,1,1,0,0
6395,Not involved at all,Somewhat involved,Male,1947.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Sciences,0,0,0,0
6400,Not involved at all,Very involved,Male,1962.0,White,1,1,30.0,1.0,1.0,0.0,Bachelor's,Engineering,1,0,0,0
6401,Not involved at all,Somewhat involved,Male,1982.0,White,3,1,28.0,1.0,0.0,0.0,Bachelor's,Social Sciences,1,0,0,0
6404,Not involved at all,Not involved at all,Female,1953.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Fine Arts,0,0,0,0
6406,Not very involved,Somewhat involved,Female,1959.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Sciences,0,0,0,0
6407,Not involved at all,Not involved at all,Female,1974.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Engineering,0,0,0,0
6408,Not involved at all,Somewhat involved,Female,1947.0,White,0,0,,0.0,1.0,0.0,Master's,Social Sciences,0,0,0,0
6409,Not involved at all,Not very involved,Female,1972.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
6411,Not very involved,Not very involved,Male,1981.0,White,0,0,,0.0,1.0,0.0,J.D.,Law,0,0,0,0
6413,Not involved at all,Somewhat involved,Male,1961.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Engineering,0,0,0,0
6414,Not involved at all,Not very involved,Male,1968.0,White,1,1,35.0,1.0,0.0,0.0,M.D.,Medicine/Healthcare,1,0,1,1
6416,Not involved at all,Somewhat involved,Female,1963.0,White,1,1,46.0,1.0,1.0,0.0,Ed.D.,Education,1,0,1,0
6417,Not involved at all,Somewhat involved,Female,1957.0,White,0,0,,0.0,0.0,0.0,Master's,Business,0,0,0,0
6419,Somewhat involved,Not involved at all,Male,1944.0,White,1,1,55.0,0.0,0.0,0.0,Master's,Business,1,1,1,1
6421,Not involved at all,Not involved at all,Male,1950.0,White,0,0,,0.0,0.0,0.0,Master's,Engineering,0,0,0,0
6422,Somewhat involved,Not very involved,Female,1975.0,White,0,0,,0.0,1.0,1.0,J.D.,Law,0,0,0,0
6424,Not involved at all,Not very involved,Female,1986.0,Black or African American,1,1,26.0,1.0,1.0,0.0,Bachelor's,Engineering,1,0,0,0
6425,Not involved at all,Somewhat involved,Female,1964.0,White,0,0,,1.0,1.0,1.0,Ph.D.,Humanities,0,0,0,0
6426,Not very involved,Not very involved,Female,1987.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Sciences,0,0,0,0
6427,Not involved at all,Very involved,Male,1957.0,White,0,0,,0.0,0.0,0.0,Master's,Business,0,0,0,0
6429,Not involved at all,Not involved at all,Female,1948.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Medicine/Healthcare,0,0,0,0
6434,Not involved at all,Not very involved,Female,1980.0,Two or more races,1,1,31.0,1.0,0.0,1.0,Master's,Architecture,1,0,0,0
6437,Not involved at all,Very involved,Male,1959.0,White,0,0,,0.0,1.0,0.0,Master's,Other,0,0,0,0
6438,Not very involved,Not very involved,Male,1979.0,White,2,1,24.0,1.0,1.0,1.0,Bachelor's,Architecture,1,0,1,1
6440,Not involved at all,Very involved,Male,1969.0,White,0,0,,1.0,1.0,1.0,Ph.D.,Humanities,0,0,0,0
6441,Not involved at all,Not involved at all,Male,1980.0,White,0,0,,1.0,0.0,1.0,J.D.,Law,0,0,0,0
6444,Not involved at all,Somewhat involved,Male,1955.0,White,0,0,,0.0,0.0,0.0,Bachelor's,Business,0,0,0,0
6445,Not very involved,Somewhat involved,Male,1953.0,White,0,0,,1.0,1.0,0.0,Ph.D.,Engineering,0,0,0,0
6446,Not involved at all,Not involved at all,Female,1967.0,White,3,1,29.0,0.0,1.0,1.0,Master's,Other,0,0,0,1
6447,Not involved at all,Not involved at all,Female,1979.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Business,0,0,0,0
6449,Not involved at all,Very involved,Female,1983.0,White,0,0,,0.0,0.0,0.0,Bachelor's,Fine Arts,0,0,0,0
6450,Not involved at all,Not involved at all,Female,1978.0,Black or African American,0,0,,0.0,0.0,1.0,J.D.,Law,0,0,0,0
6452,Not very involved,Not involved at all,Male,1953.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
6455,Not involved at all,Not involved at all,Male,1968.0,White,0,0,,1.0,,0.0,Master's,Education,0,0,0,0
6456,Not very involved,Not very involved,Male,1954.0,White,1,1,50.0,0.0,1.0,1.0,Master's,Business,0,0,1,1
6458,Not involved at all,Somewhat involved,Male,1961.0,White,0,0,,1.0,1.0,,Master's,Engineering,0,0,0,0
6461,Not involved at all,Not involved at all,Male,1984.0,White,1,1,23.0,0.0,1.0,1.0,Bachelor's,Humanities,0,0,0,1
6463,Not involved at all,Somewhat involved,Male,1949.0,White,2,1,60.0,1.0,1.0,1.0,Master's,Business,1,0,0,1
6464,Not involved at all,Not involved at all,Male,1969.0,White,0,0,,0.0,1.0,0.0,J.D.,Law,0,0,0,0
6467,Not involved at all,Very involved,Male,1980.0,White,0,0,,1.0,1.0,1.0,Ph.D.,Sciences,0,0,0,0
6470,Not involved at all,Not involved at all,Female,1958.0,White,1,1,39.0,0.0,1.0,,Bachelor's,Humanities,1,0,0,0
6474,Not involved at all,Not involved at all,Male,1933.0,White,0,0,,1.0,0.0,0.0,Ph.D.,Sciences,0,0,0,0
6475,Not involved at all,Not very involved,Female,1989.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Medicine/Healthcare,0,0,0,0
6476,Not involved at all,Very involved,Female,1958.0,White,0,0,,0.0,0.0,0.0,Bachelor's,Medicine/Healthcare,0,0,0,0
6477,Not involved at all,Not very involved,Female,1955.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Education,0,0,0,0
6479,Not involved at all,Not very involved,Female,1960.0,White,0,0,,1.0,1.0,1.0,Ph.D.,Humanities,0,0,0,0
6480,Not involved at all,Not involved at all,Female,1947.0,White,0,0,,1.0,1.0,1.0,Master's,Social Sciences,0,0,0,0
6481,Not involved at all,Not involved at all,Female,1952.0,White,0,0,,0.0,1.0,1.0,Master's,Other,0,0,0,0
6482,Not involved at all,Not involved at all,Female,1976.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Other,0,0,0,0
6483,Not involved at all,Somewhat involved,Female,1978.0,White,1,1,22.0,1.0,1.0,1.0,Others,Medicine/Healthcare,0,0,0,1
6484,Not involved at all,Somewhat involved,Female,1957.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Sciences,0,0,0,0
6485,Not involved at all,Somewhat involved,Male,1963.0,Two or more races,3,1,22.0,1.0,1.0,1.0,Master's,Education,1,0,0,0
6486,Not involved at all,Not very involved,Male,1957.0,White,0,0,,1.0,0.0,1.0,Master's,Humanities,0,0,0,0
6487,Not involved at all,Not involved at all,Male,1979.0,White,0,0,,0.0,1.0,0.0,Master's,Humanities,0,0,0,0
6489,Not involved at all,Somewhat involved,Female,1970.0,White,2,1,41.0,1.0,1.0,1.0,Ph.D.,Education,1,1,1,1
6491,Not involved at all,Not involved at all,Female,1956.0,White,0,0,,1.0,0.0,0.0,Master's,Medicine/Healthcare,0,0,0,0
6492,Not involved at all,Somewhat involved,Female,1949.0,White,1,1,42.0,0.0,1.0,1.0,Master's,Other,1,0,0,0
6493,Not involved at all,Somewhat involved,Male,1952.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Other,0,0,0,0
6495,Somewhat involved,Very involved,Female,1988.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
6496,Not very involved,Not very involved,Female,1979.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Humanities,0,0,0,0
6497,Not involved at all,Very involved,Female,1970.0,White,1,1,32.0,0.0,0.0,,Ph.D.,Social Sciences,1,0,0,0
6499,Somewhat involved,Very involved,Male,1973.0,White,0,0,,0.0,0.0,1.0,Others,Humanities,0,0,0,0
6500,Not involved at all,Somewhat involved,Male,1961.0,White,0,0,,1.0,1.0,1.0,Master's,Sciences,0,0,0,0
6501,Not involved at all,Not involved at all,Male,1984.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Other,0,0,0,0
6503,Somewhat involved,Somewhat involved,Female,1978.0,White,0,0,,1.0,0.0,1.0,Master's,Other,0,0,0,0
6504,Not very involved,Not involved at all,Male,1965.0,White,1,1,41.0,0.0,1.0,1.0,Bachelor's,Social Sciences,1,0,0,0
6505,Not involved at all,Not involved at all,Female,1962.0,White,1,1,45.0,1.0,1.0,0.0,Bachelor's,Medicine/Healthcare,0,1,0,0
6506,Not involved at all,Not very involved,Male,1941.0,White,0,0,,1.0,1.0,1.0,Ed.D.,Education,0,0,0,0
6507,Not very involved,Very involved,Female,1959.0,White,3,1,41.0,0.0,1.0,1.0,Bachelor's,Architecture,1,0,0,0
6509,Not involved at all,Not involved at all,Male,1959.0,White,1,1,26.0,1.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,1
6511,Not involved at all,Not involved at all,Female,1971.0,White,0,0,,0.0,0.0,0.0,Bachelor's,Medicine/Healthcare,0,0,0,0
6512,Not involved at all,Not involved at all,Male,1985.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Humanities,0,0,0,0
6513,Not involved at all,Somewhat involved,Male,1966.0,White,0,0,,1.0,1.0,1.0,J.D.,Law,0,0,0,0
6515,Somewhat involved,Very involved,Female,1980.0,White,3,1,18.0,1.0,1.0,1.0,Bachelor's,Humanities,0,0,0,1
6518,Not involved at all,Somewhat involved,Male,1944.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Humanities,0,0,0,0
6520,Not involved at all,Not involved at all,Female,1961.0,White,0,0,,0.0,1.0,1.0,Ph.D.,Business,0,0,0,0
6521,Somewhat involved,Very involved,Female,1943.0,White,3,1,64.0,0.0,1.0,1.0,Ph.D.,Humanities,1,0,1,1
6522,Not involved at all,Not involved at all,Male,1983.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Humanities,0,0,0,0
6523,Not involved at all,Somewhat involved,Male,1976.0,White,1,1,22.0,0.0,1.0,0.0,J.D.,Law,1,0,0,0
6524,Not involved at all,Not involved at all,Male,1954.0,White,0,0,,0.0,0.0,1.0,Bachelor's,Humanities,0,0,0,0
6527,Not involved at all,Somewhat involved,Female,1972.0,Black or African American,2,1,32.0,1.0,0.0,1.0,Bachelor's,Social Sciences,1,0,0,0
6528,Not involved at all,Not involved at all,Female,1966.0,White,0,0,,0.0,0.0,1.0,J.D.,Law,0,0,0,0
6529,Not very involved,Not very involved,Female,1970.0,White,0,0,,0.0,1.0,1.0,Master's,Business,0,0,0,0
6530,Not involved at all,Not very involved,Male,1982.0,Two or more races,0,0,,1.0,1.0,0.0,Bachelor's,Engineering,0,0,0,0
6531,Not involved at all,Very involved,Male,1942.0,White,0,0,,1.0,0.0,0.0,Ph.D.,Social Sciences,0,0,0,0
6532,Not involved at all,Somewhat involved,Female,1967.0,White,1,1,35.0,1.0,1.0,1.0,Master's,Public Policy,0,0,0,1
6533,Not involved at all,Very involved,Female,1962.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Other,0,0,0,0
6534,Very involved,Very involved,Male,1979.0,White,1,1,29.0,0.0,1.0,1.0,Master's,Business,0,0,0,1
6536,Not involved at all,Somewhat involved,Male,1965.0,White,1,1,37.0,0.0,0.0,1.0,M.D.,Medicine/Healthcare,1,0,0,0
6537,Not involved at all,Not involved at all,Female,1982.0,White,1,1,28.0,0.0,0.0,1.0,Bachelor's,Business,1,0,0,0
6538,Not involved at all,Not involved at all,Female,1971.0,Black or African American,0,0,,0.0,1.0,0.0,Bachelor's,Engineering,0,0,0,0
6540,Not involved at all,Very involved,Male,1958.0,Black or African American,3,1,27.0,1.0,1.0,0.0,Bachelor's,Other,1,0,1,1
6541,Somewhat involved,Somewhat involved,Male,1949.0,White,1,1,45.0,0.0,0.0,1.0,Master's,Other,1,0,0,0
6542,Not involved at all,Very involved,Male,1972.0,White,0,0,,1.0,0.0,1.0,Master's,Sciences,0,0,0,0
6543,Not involved at all,Not involved at all,Female,1970.0,White,0,0,,0.0,0.0,1.0,J.D.,Law,0,0,0,0
6544,Not involved at all,Very involved,Female,1971.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Sciences,0,0,0,0
6545,Not very involved,Not very involved,Female,1974.0,White,0,0,,0.0,1.0,1.0,Master's,Education,0,0,0,0
6550,Not involved at all,Very involved,Male,1960.0,White,3,1,41.0,1.0,1.0,1.0,Bachelor's,Engineering,1,0,1,1
6551,Not involved at all,Not very involved,Male,1962.0,White,0,0,,1.0,0.0,0.0,Ed.D.,Education,0,0,0,0
6553,Not involved at all,Not involved at all,Female,1944.0,White,0,0,,1.0,0.0,1.0,Master's,Education,0,0,0,0
6554,Not very involved,Very involved,Male,1980.0,White,2,1,27.0,0.0,1.0,1.0,Bachelor's,Engineering,1,0,0,1
6555,Not involved at all,Very involved,Female,1979.0,White,0,0,,1.0,0.0,1.0,Ph.D.,Other,0,0,0,0
6556,Not involved at all,Not involved at all,Male,1987.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Social Sciences,0,0,0,0
6557,Not very involved,Not very involved,Male,1970.0,White,0,0,,0.0,0.0,0.0,J.D.,Law,0,0,0,0
6558,Not very involved,Not very involved,Female,1955.0,White,0,0,,1.0,1.0,1.0,Master's,Business,0,0,0,0
6560,Not involved at all,Not very involved,Male,1973.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Other,0,0,0,0
6562,Not involved at all,Not involved at all,Female,1968.0,White,0,0,,0.0,0.0,1.0,Master's,Business,0,0,0,0
6563,Very involved,Not involved at all,Male,1985.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Business,0,0,0,0
6564,Not involved at all,Not involved at all,Female,1947.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Medicine/Healthcare,0,0,0,0
6565,Not involved at all,Not involved at all,Male,1951.0,White,1,1,26.0,1.0,1.0,1.0,Bachelor's,Humanities,0,1,0,0
6567,Not involved at all,Very involved,Male,1954.0,White,0,0,,1.0,1.0,1.0,Master's,Medicine/Healthcare,0,0,0,0
6568,Somewhat involved,Very involved,Female,1965.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Social Sciences,0,0,0,0
6569,Not involved at all,Not involved at all,Female,1981.0,White,2,1,27.0,1.0,0.0,1.0,Bachelor's,Social Sciences,1,0,0,0
6570,Not involved at all,Not involved at all,Female,1971.0,White,1,1,32.0,1.0,0.0,1.0,Master's,Other,1,0,1,0
6571,Not involved at all,Somewhat involved,Male,1969.0,White,3,1,25.0,1.0,1.0,0.0,Bachelor's,Humanities,1,0,0,1
6574,Not involved at all,Somewhat involved,Female,1945.0,White,1,1,,1.0,0.0,0.0,Master's,Education,0,0,0,1
6575,Not involved at all,Somewhat involved,Male,1979.0,White,0,0,,0.0,1.0,0.0,Master's,Engineering,0,0,0,0
6576,Not involved at all,Not involved at all,Female,1984.0,Two or more races,0,0,,0.0,1.0,0.0,Master's,Social Sciences,0,0,0,0
6577,Not involved at all,Not involved at all,Male,1958.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Business,0,0,0,0
6580,Not involved at all,Not very involved,Female,1985.0,White,0,0,,1.0,1.0,0.0,Others,Education,0,0,0,0
6581,Not involved at all,Somewhat involved,Male,1963.0,White,0,0,,1.0,0.0,0.0,Ph.D.,Social Sciences,0,0,0,0
6582,Somewhat involved,Not very involved,Male,1974.0,White,3,1,30.0,1.0,1.0,0.0,Bachelor's,Business,0,1,0,0
6583,Not involved at all,Not very involved,Female,1978.0,Black or African American,0,0,,0.0,1.0,0.0,Master's,Business,0,0,0,0
6584,Not involved at all,Very involved,Female,1949.0,White,3,1,37.0,1.0,1.0,0.0,Master's,Education,1,1,1,1
6586,Not involved at all,Somewhat involved,Male,1950.0,White,1,1,54.0,1.0,1.0,0.0,Bachelor's,Engineering,1,0,0,0
6587,Not involved at all,Not involved at all,Female,1959.0,White,0,0,,0.0,0.0,1.0,J.D.,Law,0,0,0,0
6588,Not involved at all,Very involved,Male,1955.0,White,0,0,,0.0,1.0,0.0,Master's,Humanities,0,0,0,0
6589,Not involved at all,Not involved at all,Male,1974.0,White,0,0,,1.0,0.0,0.0,Master's,Architecture,0,0,0,0
6591,Somewhat involved,Somewhat involved,Male,1971.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Business,0,0,0,0
6593,Not involved at all,Not involved at all,Female,1984.0,White,0,0,,0.0,0.0,1.0,Bachelor's,Humanities,0,0,0,0
6595,Not involved at all,Not involved at all,Female,1961.0,White,0,0,,0.0,1.0,1.0,Master's,Education,0,0,0,0
6596,Not involved at all,Not involved at all,Female,1952.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Humanities,0,0,0,0
6597,Not very involved,Somewhat involved,Male,1961.0,White,0,0,,0.0,0.0,0.0,Master's,Law,0,0,0,0
6598,Not very involved,Somewhat involved,Male,1978.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Business,0,0,0,0
6599,Not involved at all,Not very involved,Male,1953.0,White,1,1,53.0,0.0,1.0,1.0,Master's,Social Sciences,1,0,0,0
6602,Not involved at all,Not involved at all,Male,1954.0,White,0,0,,0.0,1.0,0.0,J.D.,Law,0,0,0,0
6603,Not involved at all,Not very involved,Male,1973.0,White,1,1,34.0,1.0,1.0,1.0,J.D.,Law,1,0,0,0
6604,Not involved at all,Somewhat involved,Female,1983.0,White,0,0,,1.0,1.0,0.0,Master's,Other,0,0,0,0
6608,Not very involved,Somewhat involved,Male,1980.0,White,2,1,29.0,0.0,1.0,1.0,Master's,Education,0,0,0,1
6609,Not involved at all,Not involved at all,Female,1956.0,White,0,0,,1.0,1.0,0.0,Master's,Medicine/Healthcare,0,0,0,0
6610,Not involved at all,Not very involved,Male,1969.0,White,1,1,40.0,1.0,0.0,0.0,Master's,Business,0,0,1,0
6611,Somewhat involved,Very involved,Male,1981.0,White,0,0,,1.0,1.0,0.0,Ph.D.,Engineering,0,0,0,0
6612,Not involved at all,Not involved at all,Female,1978.0,White,0,0,,1.0,0.0,1.0,Master's,Social Sciences,0,0,0,0
6613,Not involved at all,Not involved at all,Female,1958.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
6614,Not involved at all,Not very involved,Female,1953.0,White,1,1,37.0,0.0,1.0,1.0,Others,Medicine/Healthcare,0,0,0,1
6616,Not involved at all,Not very involved,Male,1981.0,White,0,0,,1.0,1.0,0.0,J.D.,Law,0,0,0,0
6618,Not involved at all,Somewhat involved,Female,1978.0,White,1,1,25.0,0.0,1.0,1.0,Ph.D.,Sciences,1,0,0,0
6620,Not involved at all,Not involved at all,Male,1953.0,White,3,1,37.0,0.0,0.0,1.0,Master's,Business,1,1,1,1
6621,Not very involved,Somewhat involved,Male,1974.0,White,0,0,,0.0,1.0,0.0,Master's,Business,0,0,0,0
6622,Not involved at all,Not involved at all,Female,1989.0,Asian,0,0,,1.0,1.0,0.0,Bachelor's,Sciences,0,0,0,0
6623,Not involved at all,Not involved at all,Male,1951.0,White,0,0,,1.0,0.0,0.0,J.D.,Law,0,0,0,0
6625,Not very involved,Not very involved,Male,1946.0,White,0,0,,0.0,0.0,0.0,Master's,Engineering,0,0,0,0
6626,Very involved,Somewhat involved,Female,1987.0,Asian,1,1,21.0,1.0,1.0,0.0,Bachelor's,Sciences,0,0,0,1
6627,Not involved at all,Very involved,Male,1959.0,White,0,0,,0.0,0.0,0.0,Bachelor's,Social Sciences,0,0,0,0
6628,Not involved at all,Not involved at all,Male,1952.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
6629,Not involved at all,Not involved at all,Male,1973.0,Two or more races,0,0,,0.0,1.0,1.0,Master's,Humanities,0,0,0,0
6630,Not involved at all,Somewhat involved,Male,1954.0,Black or African American,0,0,,1.0,1.0,0.0,Bachelor's,Fine Arts,0,0,0,0
6631,Not very involved,Somewhat involved,Male,1979.0,Two or more races,1,1,28.0,1.0,1.0,1.0,J.D.,Law,0,0,1,0
6634,Not involved at all,Somewhat involved,Male,1973.0,White,1,1,37.0,1.0,1.0,0.0,Bachelor's,Other,1,0,0,0
6635,Not involved at all,Not involved at all,Female,1959.0,White,0,0,,0.0,0.0,0.0,Bachelor's,Social Sciences,0,0,0,0
6640,Somewhat involved,Very involved,Male,1951.0,White,0,0,,1.0,1.0,0.0,J.D.,Law,0,0,0,0
6641,Not very involved,Not very involved,Female,1989.0,White,0,0,,1.0,1.0,1.0,Master's,Education,0,0,0,0
6642,Not very involved,Not very involved,Male,1988.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Social Sciences,0,0,0,0
6643,Not very involved,Not very involved,Male,1957.0,White,1,1,25.0,1.0,0.0,1.0,Master's,Architecture,0,0,0,1
6645,Not involved at all,Very involved,Male,1977.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Sciences,0,0,0,0
6646,Not involved at all,Very involved,Male,1966.0,White,0,0,,1.0,0.0,1.0,Ph.D.,Social Sciences,0,0,0,0
6648,Not very involved,Not very involved,Female,1973.0,White,1,1,35.0,1.0,1.0,0.0,Master's,Business,1,0,0,0
6649,Not involved at all,Somewhat involved,Female,1966.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Business,0,0,0,0
6651,Not very involved,Somewhat involved,Female,1972.0,White,0,0,,1.0,1.0,1.0,Master's,Business,0,0,0,0
6652,Not very involved,Not involved at all,Female,1986.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Social Sciences,0,0,0,0
6653,Not involved at all,Not involved at all,Female,1964.0,White,1,1,33.0,1.0,1.0,1.0,Bachelor's,Humanities,0,0,0,1
6655,Not involved at all,Not involved at all,Female,1983.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Business,0,0,0,0
6656,Not involved at all,Not very involved,Female,1962.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Fine Arts,0,0,0,0
6660,Not involved at all,Not involved at all,Male,1953.0,White,1,1,37.0,1.0,0.0,0.0,M.D.,Medicine/Healthcare,1,0,0,0
6661,Somewhat involved,Very involved,Male,1968.0,White,2,1,27.0,0.0,0.0,1.0,Master's,Business,1,0,0,1
6662,Not involved at all,Not involved at all,Male,1957.0,White,0,0,,0.0,0.0,0.0,Master's,Business,0,0,0,0
6663,Not involved at all,Not involved at all,Female,1983.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Sciences,0,0,0,0
6668,Not involved at all,Very involved,Female,1978.0,White,2,1,32.0,1.0,1.0,1.0,J.D.,Law,1,0,1,0
6670,Not involved at all,Not very involved,Female,1974.0,White,1,1,35.0,1.0,1.0,0.0,Bachelor's,Other,1,0,0,0
6673,Not involved at all,Not involved at all,Female,1977.0,White,0,0,,0.0,0.0,1.0,Bachelor's,Social Sciences,0,0,0,0
6675,Very involved,Very involved,Female,1981.0,Asian,3,1,23.0,1.0,1.0,0.0,Bachelor's,Social Sciences,1,1,1,1
6676,Not very involved,Very involved,Male,1954.0,White,2,1,46.0,1.0,0.0,0.0,Master's,Engineering,1,1,0,0
6677,Somewhat involved,Not involved at all,Male,1969.0,White,0,0,,0.0,1.0,0.0,Master's,Business,0,0,0,0
6678,Not involved at all,Somewhat involved,Male,1971.0,White,0,0,,0.0,1.0,1.0,Master's,Engineering,0,0,0,0
6681,Not involved at all,Not very involved,Male,1968.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
6682,Not involved at all,Not very involved,Female,1985.0,White,1,1,25.0,1.0,0.0,1.0,Bachelor's,Sciences,1,0,0,0
6683,Not involved at all,Not involved at all,Female,1966.0,Two or more races,0,0,,1.0,0.0,0.0,Others,Education,0,0,0,0
6684,Not involved at all,Not involved at all,Male,1959.0,White,0,0,,1.0,0.0,0.0,Master's,Sciences,0,0,0,0
6685,Not involved at all,Not involved at all,Male,1957.0,White,0,0,,0.0,0.0,0.0,Master's,Business,0,0,0,0
6687,Not involved at all,Not very involved,Male,1976.0,White,0,0,,0.0,1.0,1.0,Master's,Sciences,0,0,0,0
6688,Not involved at all,Not involved at all,Female,1975.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Social Sciences,0,0,0,0
6689,Not involved at all,Not involved at all,Female,1985.0,White,0,0,,1.0,1.0,1.0,Master's,Humanities,0,0,0,0
6690,Not involved at all,Very involved,Male,1976.0,White,3,1,24.0,0.0,0.0,1.0,Master's,Other,1,1,0,0
6692,Not involved at all,Not very involved,Female,1961.0,White,0,0,,1.0,1.0,1.0,Master's,Other,0,0,0,0
6693,Not involved at all,Not very involved,Female,1983.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Social Sciences,0,0,0,0
6694,Not very involved,Very involved,Male,1960.0,White,1,1,49.0,0.0,1.0,0.0,Bachelor's,Business,1,0,0,0
6697,Somewhat involved,Very involved,Male,1964.0,White,2,1,22.0,0.0,1.0,0.0,Master's,Humanities,1,0,1,0
6698,Not very involved,Not very involved,Female,1980.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Humanities,0,0,0,0
6699,Not involved at all,Somewhat involved,Female,1975.0,White,1,1,32.0,0.0,0.0,,Others,Fine Arts,1,0,0,0
6701,Not involved at all,Not involved at all,Female,1962.0,White,0,0,,0.0,0.0,1.0,Bachelor's,Business,0,0,0,0
6702,Not involved at all,Not very involved,Male,1941.0,White,4,1,34.0,1.0,1.0,1.0,M.D.,Medicine/Healthcare,1,1,1,0
6703,Not involved at all,Somewhat involved,Male,1976.0,White,0,0,,0.0,0.0,1.0,Bachelor's,Humanities,0,0,0,0
6704,Very involved,Very involved,Female,1981.0,White,0,0,,0.0,1.0,1.0,Ph.D.,Education,0,0,0,0
